"subject";"id";"subject";"thread";"from_unixtime(jos_kunena_messages.time,'%Y-%m-%dT%T')";"message"
"温哥华2015届Burnaby小组1月3日共修";"3301";"温哥华2015届Burnaby小组1月3日共修";"147";"2017-01-02T22:12:36";"温哥华2015届Burnaby小组1月3日共修星期二晚上7点，网络共修Zoom房间号码： 7789995278共修内容：2	教材 寿命无常（P45—P54）	修习无常的重要性，外器世界+内情众生http://new.huidengzhiguang.com/index.php/huiguang-zhideng/huideng-zhiguang-2/162-a00023多伦多组的参考资料：https://www.dropbox.com/sh/38vejegtr97awy1/AAAX5J_UHXexUwSB85maEZ4la/%E5%85%B1%E4%BF%AE%E6%B1%87%E6%80%BB/%E7%AC%AC%E4%B8%89%E5%86%8C/2016-12-03%20%E5%AF%BF%E5%91%BD%E6%97%A0%E5%B8%B8?dl=0参考资料：http://new.huidengzhiguang.com/index.php/huiguang-zhideng/huideng-zhiguang-2http://new.huidengzhiguang.com/index.php/huideng-jiangtang/2016-07-21-09-15-04https://www.dropbox.com/sh/38vejegtr97awy1/AAAFrHKz626GUI5HeETi_gV-a/%E5%85%B1%E4%BF%AE%E6%B1%87%E6%80%BB/%E7%AC%AC%E4%B8%89%E5%86%8C?dl=0主持串讲师兄：安华"
"温哥华2016届Burnaby小组1月4日共修";"3302";"温哥华2016届Burnaby小组1月4日共修";"148";"2017-01-02T22:16:39";"温哥华2016届Burnaby小组1月4日共修星期三晚7:00点网络共修Zoom房间号码： 7789995278学习内容：对初学者的教诲（第2次，共2次） Tracy师兄第一册学习资料：https://drive.google.com/folderview?id=0B0LPKwI4InkddWg0cHRpVmRMRUE&usp=sharinghttps://1drv.ms/f/s!AhwG3kI_pdhUg03rKO-nzN4b7PiG如果国内不能访问Google Drive,请用Baidu云盘访问链接: http://pan.baidu.com/s/1c1W3XAC 密码: cgfuYoutube视频频道:https://www.youtube.com/playlist?list=PL7aUyQTIJqAhB-EbnDWQDLmq1BJxa4CWq如果因下雪路况不好的话，我们就在Zoom上共修讨论"
"温哥华2015届Burnaby小组1月10日共修";"3334";"温哥华2015届Burnaby小组1月10日共修";"157";"2017-01-09T18:06:32";"温哥华2015届Burnaby小组1月10日共修星期二晚上7点，网络共修Zoom房间号码： 7789995278共修内容：3 引导文 寿命无常（丁一 丁二） 外器世界+内情众生 之无常思维《前行廣釋》28課： http://bicw.org/course/forward/third/275.html,29課： http://bicw.org/course/forward/third/276.html参考资料：http://new.huidengzhiguang.com/index.php/huiguang-zhideng/huideng-zhiguang-2http://new.huidengzhiguang.com/index.php/huideng-jiangtang/2016-07-21-09-15-04https://www.dropbox.com/sh/38vejegtr97awy1/AAAFrHKz626GUI5HeETi_gV-a/%E5%85%B1%E4%BF%AE%E6%B1%87%E6%80%BB/%E7%AC%AC%E4%B8%89%E5%86%8C?dl=0主持串讲师兄：Jessica"
"温哥华2016届Burnaby小组1月11日共修";"3335";"温哥华2016届Burnaby小组1月11日共修";"158";"2017-01-09T18:18:03";"温哥华2016届Burnaby小组1月11日共修星期三晚7:00点网络共修Zoom房间号码： 7789995278学习内容：第三进度复习（第1次，共1次） Grace师兄 - 佛教的定义 - 解脱的原理 - 对初学者的教诲第一册学习资料：https://drive.google.com/folderview?id=0B0LPKwI4InkddWg0cHRpVmRMRUE&usp=sharinghttps://1drv.ms/f/s!AhwG3kI_pdhUg03rKO-nzN4b7PiG如果国内不能访问Google Drive,请用Baidu云盘访问链接: http://pan.baidu.com/s/1c1W3XAC 密码: cgfuYoutube视频频道:https://www.youtube.com/playlist?list=PL7aUyQTIJqAhB-EbnDWQDLmq1BJxa4CWq如果因下雪路况不好的话，我们就在Zoom上共修讨论"
"温哥华2015届Burnaby小组1月17日共修";"3352";"温哥华2015届Burnaby小组1月17日共修";"159";"2017-01-16T19:41:38";"温哥华2015届Burnaby小组1月17日共修星期二晚上7点，网络共修Zoom房间号码： 7789995278共修内容：4 视频 慧灯禅修课之七：寿命无常（二）	殊胜正士+世间尊主 观修方法https://www.youtube.com/watch?v=F_UECXwFZSM&index=8&list=PL7aUyQTIJqAhNhpev_O9Sw0cBxfrWhP1U参考资料：https://www.dropbox.com/sh/38vejegtr97awy1/AAAZQ7yU8X3vZD4BZ70VjTwGa/%E5%85%B1%E4%BF%AE%E6%B1%87%E6%80%BB/%E7%AC%AC%E4%B8%89%E5%86%8C/2016-12-17%20%E5%AF%BF%E5%91%BD%E6%97%A0%E5%B8%B82?dl=0主持串讲师兄：Ava 圆慧"
"温哥华2016届Burnaby小组1月18日共修";"3353";"温哥华2016届Burnaby小组1月18日共修";"160";"2017-01-16T20:34:16";"温哥华2016届Burnaby小组1月18日共修星期三晚7:00点网络共修Zoom房间号码： 7789995278 ( https://zoom.us/j/7789995278 )学习内容：第一册复习（第1次，共2次） 第一册学习资料：https://drive.google.com/folderview?id=0B0LPKwI4InkddWg0cHRpVmRMRUE&usp=sharinghttps://1drv.ms/f/s!AhwG3kI_pdhUg03rKO-nzN4b7PiG如果国内不能访问Google Drive,请用Baidu云盘访问链接: http://pan.baidu.com/s/1c1W3XAC 密码: cgfuYoutube视频频道:https://www.youtube.com/playlist?list=PL7aUyQTIJqAhB-EbnDWQDLmq1BJxa4CWq主持串讲师兄： Vicky"
"温哥华2015届Burnaby小组1月24日共修";"3355";"温哥华2015届Burnaby小组1月24日共修";"162";"2017-01-20T23:11:17";"温哥华2015届Burnaby小组1月24日共修星期二晚上7点，网络共修Zoom房间号码： 7789995278 （ https://zoom.us/j/7789995278 )共修内容：5	教材 寿命无常（P55—P56）	殊胜正士+世间尊主 观修方法http://wisdomlight.me/cn/hdcx/book3/127-3参考资料：https://www.dropbox.com/sh/38vejegtr97awy1/AAA8_MfW5qJ3h9eymGh20-vMa/%E5%85%B1%E4%BF%AE%E6%B1%87%E6%80%BB/%E7%AC%AC%E4%B8%89%E5%86%8C/2016-12-24%20%E5%AF%BF%E5%91%BD%E6%97%A0%E5%B8%B8%E5%A4%8D%E4%B9%A02?dl=0主持串讲师兄：徐阿姨"
"温哥华2016届Burnaby小组1月25日共修";"3356";"温哥华2016届Burnaby小组1月25日共修";"163";"2017-01-20T23:12:42";"温哥华2016届Burnaby小组1月25日共修星期三晚7:00点网络共修Zoom房间号码： 7789995278 ( https://zoom.us/j/7789995278 )学习内容：第一册复习（第2次，共2次） 第一册学习资料：https://drive.google.com/folderview?id=0B0LPKwI4InkddWg0cHRpVmRMRUE&usp=sharinghttps://1drv.ms/f/s!AhwG3kI_pdhUg03rKO-nzN4b7PiG如果国内不能访问Google Drive,请用Baidu云盘访问链接: http://pan.baidu.com/s/1c1W3XAC 密码: cgfuYoutube视频频道:https://www.youtube.com/playlist?list=PL7aUyQTIJqAhB-EbnDWQDLmq1BJxa4CWq主持串讲师兄： Bob"
"温哥华2015届Burnaby小组1月31日共修";"3364";"温哥华2015届Burnaby小组1月31日共修";"166";"2017-01-30T19:37:02";"温哥华2015届Burnaby小组1月31日共修星期二晚上7点，网络共修Zoom房间号码： 7789995278 （ https://zoom.us/j/7789995278 )共修内容：6	引导文 寿命无常（丁三 丁四）	殊胜正士+世间尊主 之无常思维参考资料：https://www.dropbox.com/sh/38vejegtr97awy1/AAA8_MfW5qJ3h9eymGh20-vMa/%E5%85%B1%E4%BF%AE%E6%B1%87%E6%80%BB/%E7%AC%AC%E4%B8%89%E5%86%8C/2016-12-24%20%E5%AF%BF%E5%91%BD%E6%97%A0%E5%B8%B8%E5%A4%8D%E4%B9%A02?dl=0主持串讲师兄：圆妙"
"温哥华2015届Burnaby小组2月7日共修";"3371";"温哥华2015届Burnaby小组2月7日共修";"171";"2017-02-06T12:38:06";"温哥华2015届Burnaby小组2月7日共修星期二晚上7点，网络共修Zoom房间号码： 7789995278 （ https://zoom.us/j/7789995278 )共修内容：7	视频 慧灯禅修课之八：寿命无常（三）	各种喻义+死缘无定+猛厉希求 观修参考资料：https://www.youtube.com/watch?v=t_gfpXl2o-Y&index=9&list=PL7aUyQTIJqAhNhpev_O9Sw0cBxfrWhP1Uhttps://www.dropbox.com/sh/38vejegtr97awy1/AAAbdHEoCK_838qHwZqMUz1wa/%E5%85%B1%E4%BF%AE%E6%B1%87%E6%80%BB/%E7%AC%AC%E4%B8%89%E5%86%8C/2017-01-21%20%E5%AF%BF%E5%91%BD%E6%97%A0%E5%B8%B83%20%E5%BC%95%E5%AF%BC%E6%96%87%E3%80%81%E8%A7%86%E9%A2%91%E9%97%AE%E7%AD%94?dl=0主持串讲师兄：圆心Janet"
"温哥华2016届Burnaby小组2月8日共修";"3372";"温哥华2016届Burnaby小组2月8日共修";"172";"2017-02-06T13:01:47";"温哥华2016届Burnaby小组2月8日共修星期三晚7:00点网络共修Zoom房间号码： 7789995278 ( https://zoom.us/j/7789995278 )学习内容：第2册第15课 语加持的修法https://www.youtube.com/watch?v=oFBJPCHRLF8&index=18&t=2449s&list=PL7aUyQTIJqAjD33MPzguoKwShqtttVmg9第2册学习资料：https://drive.google.com/open?id=0B0LPKwI4InkdLW9LR2c2THRlUnM如果国内不能访问Google Drive,请用Baidu云盘访问链接：http://pan.baidu.com/s/1i4EUQ3r 密码：zgl6Youtube视频频道:https://www.youtube.com/playlist?list=PL7aUyQTIJqAjD33MPzguoKwShqtttVmg9主持串讲师兄： Franklin"
"温哥华2015届Burnaby小组2月14日共修";"3375";"温哥华2015届Burnaby小组2月14日共修";"175";"2017-02-13T20:14:38";"温哥华2015届Burnaby小组2月14日共修星期二晚上7点，网络共修Zoom房间号码： 7789995278 （ https://zoom.us/j/7789995278 )共修内容：8	引导文 寿命无常（丁五）	各种喻义 之无常思维参考资料：https://www.dropbox.com/sh/38vejegtr97awy1/AAAbdHEoCK_838qHwZqMUz1wa/%E5%85%B1%E4%BF%AE%E6%B1%87%E6%80%BB/%E7%AC%AC%E4%B8%89%E5%86%8C/2017-01-21%20%E5%AF%BF%E5%91%BD%E6%97%A0%E5%B8%B83%20%E5%BC%95%E5%AF%BC%E6%96%87%E3%80%81%E8%A7%86%E9%A2%91%E9%97%AE%E7%AD%94?dl=0主持串讲师兄：圆顺"
"温哥华2016届Burnaby小组2月15日共修";"3376";"温哥华2016届Burnaby小组2月15日共修";"176";"2017-02-13T20:19:48";"温哥华2016届Burnaby小组2月15日共修星期三晚7:00点网络共修Zoom房间号码： 7789995278 ( https://zoom.us/j/7789995278 )学习内容：第二册第一课 为什么现代人越来越没有幸福感（1次）https://www.youtube.com/watch?v=YrbT-Om-PII&index=4&list=PL7aUyQTIJqAjD33MPzguoKwShqtttVmg9第2册学习资料：https://drive.google.com/open?id=0B0LPKwI4InkdLW9LR2c2THRlUnM如果国内不能访问Google Drive,请用Baidu云盘访问链接：http://pan.baidu.com/s/1i4EUQ3r 密码：zgl6Youtube视频频道:https://www.youtube.com/playlist?list=PL7aUyQTIJqAjD33MPzguoKwShqtttVmg9主持串讲师兄： 圆解"
"禅修班学修进度指导";"3377";"禅修班学修进度指导";"105";"2017-02-15T14:22:24";"加行学修及其修行进度安排[b]1 “人身难得”学修及其修行进度安排[/b]四外加行总体安排是一年半时间，“人身难得”小组共修分14次，各组可根据自身情况适当调整并安排复习课进行交流总结。表2：“人身难得”小组共修安排序号	小组共修内容	学修目标1	视频 慧灯禅修课之一：介绍慧灯禅修	明确目标，做好规划2	视频 慧灯禅修课之四：二 入座与出座	掌握入座出座的基本方法3	教材 入座与出座	认识人身的独特性和真正价值4	视频 慧灯禅修课之二：人身难得（一）	无暇观修的框架、地狱无暇的观修5	视频 慧灯禅修课之三：人身难得（二）	非人四无暇、人中四无暇的观修6	教材 人身难得（“从十种圆满思维难得”之前）	明确外加行修习的心行引导标准7	视频 慧灯禅修课之四：一 人身难得（三）	五自圆满、五他圆满观修的方法8	教材 人身难得（“从十种圆满思维难得”）	十圆满观修的方法9	参考 暂生缘八无暇（前四无暇）	暂生缘的危害、对治及座上观修10	参考 暂生缘八无暇（后四无暇）	暂生缘的危害、对治及座上观修11	参考 断缘心八无暇（前四无暇）	断缘心的危害、对治及座上观修12	参考 断缘心八无暇（后四无暇）	断缘心的危害、对治及座上观修13	教材 人身难得（“从暇满人身所需因缘思维难得”）	暇满之因、暇满之喻14	视频 慧灯禅修课之五：人身难得（四）	暇满人身三个难得的修法表2中，标识为“视频”的为“慧灯禅修课”视频、“教材”为禅修班教材（三）、“参考”为《普贤上师言教》和《前行备忘录》。上师强调要严格按照次第、扎实学修。以人身难得为例，共包括37个修法，每个修法座上观修需安排3天，每天至少1座，每座时间学员视个人情况进行安排。(总计111座)[b]2 “寿命无常”学修及其修行进度安排[/b]四外加行总体安排是一年半时间，“寿命无常”小组共修分11次，各组可根据自身情况适当调整并安排复习课进行交流总结。表4：“寿命无常”小组共修安排序号	小组共修内容	学修目标1	视频   慧灯禅修课之六：寿命无常（一）	外器世界+内情众生 观修方法2	教材   寿命无常（P45—P54）	修习无常的重要性，外器世界+内情众生3	引导文 寿命无常（丁一 丁二）	外器世界+内情众生 之无常思维4	视频   慧灯禅修课之七：寿命无常（二）	殊胜正士+世间尊主 观修方法5	教材   寿命无常（P55—P56）	殊胜正士+世间尊主 观修方法6	引导文 寿命无常（丁三 丁四）	殊胜正士+世间尊主 之无常思维7	视频   慧灯禅修课之八：寿命无常（三）	各种喻义+死缘无定+猛厉希求 观修8	引导文 寿命无常（丁五）	各种喻义 之无常思维9	引导文 寿命无常（丁六 丁七）	死缘无定+猛厉希求 之无常思维10	教材   寿命无常（P56—P61）	各种喻义+死缘无定+猛厉希求 观修11	教材   寿命无常（P61-P68）	一种特殊的休息法 无常修法总结表4说明：教材中“修习无常的重要性”便于明晰无常修习的目标和用心原理；引导文之丁五内容丰富且有很好的观修指导意义，所以单独列出进行学修。寿命无常，共包括7个修法，每个修法座上观修至少22小时，寿命无常共计保证150小时。个人观修安排可以按照每天2小时，每个修法11天的节奏进行。"
